City,State,Zip,Aspergillus flavus/oryzae,Aspergillus fumigatus,Aspergillus niger,Aspergillus ochraceus,Aspergillus penicillioides,Aspergillus restrictus*,Aspergillus sclerotiorum,Aspergillus sydowii,Aspergillus unguis,Aspergillus versicolor,Aureobasidium pullulans,Chaetomium globosum,Cladosporium sphaerospermum,Eurotium (Asp.) amstelodami*,Paecilomyces variotii,Penicillium brevicompactum,Penicillium corylophilum,Penicillium crustosum*,Penicillium purpurogenum,Penicillium spinulosum*,Penicillium variabile,Scopulariopsis brevicaulis/fusca,Scopulariopsis chartarum,Stachybotrys chartarum,Trichoderma viride*,Wallemia sebi,Acremonium strictum,Alternaria alternata,Aspergillus ustus,Cladosporium cladosporioides 1,Cladosporium cladosporioides 2,Cladosporium herbarum,Epicoccum nigrum,Mucor amphibiorum*,Penicillium chrysogenum,Rhizopus stolonifer,ERMI Score (Group I - Group II),Circulatory_loworreactivebloodpressure
Mountain Brook,Alabama,35223,0,0,14,0,0,11,0,0,0,0,1573,31,26949,192,8,24,292,0,0,0,12,0,2,0,26,176,9,19,15,0,0,0,372,10,29,6,9.2,1
Wasilla,Alaska,99623,0,0,12,0,5,0,0,0,0,0,1554,3,0,64,0,47,16,20,0,0,3,0,0,0,14,5,0,0,0,470,12,114,67,24,111,0,2.5,0
Soldotna,Alaska,99669-8654,0,3,3,234,0,6,0,5,0,279,1966,3,4,390,0,23,106,12,0,0,0,0,0,0,9,8,0,0,119,0,0,0,60,173,70,0,6.4,0
Soldotna,Alaska,99669,0,0,0,0,0,0,0,0,0,6,2231,0,0,42,0,17,0,37,0,5,0,0,0,0,0,0,0,0,0,0,0,0,435,4,49,0,0.1,0
Anchorage,Alaska,99508-4014,64,5,32,0,0,6,0,0,0,6,44,1,1,160,0,43,21,11,0,0,0,1,0,2,0,190,2,3,0,0,0,0,2,7,83,12,5.83,0
Sherwood Park,Alberta,T8A6P1,0,309,4,0,15,0,8,0,0,115,21,8,0,4,0,31,0,15,0,127,20,0,5,0,0,5,103,47,0,82,2,3002,50,3,3,0,5.6,0
Crossfield,Alberta,T0M0R0,0,1,11,0,0,3,0,0,0,30,69,9,0,500,0,1,0,47,0,0,8,2,6,190,0,33,5,94,0,0,0,0,140,10,310,7,0.46,1
Calgary,Alberta,T2W 4C1,0,17,396,0,0,0,0,0,0,0,1062,14,13,520,0,100,3,140,7,32,13,39,4,48,4,27,15,8,5,0,0,0,185,65,405,0,10.3,0
Scottsdale,Arizona,85251,5,3,83,9,428,0,3,35,12,95,2586,0,6270,244,23,347,5623,9,8,0,6,2,9,0,2,8,4,53,68,327,212,4,5,7,371,0,20.3,0
Tucson,Arizona,85701,92,21,4807,60,1848,3,7,12,68,22,6624,5,26,330,208,328,81,42,51,8,9,3,9,4,22,23,3,306,120,2118,42,26,13,91,16,5,26.3,0
Tucson,Arizona,85743,33,10,160,10,141,0,0,0,13,0,51391,0,0,345,8,15,0,0,0,0,0,2,3,5,55,6,12,85,10,1735,14,8,12,133,0,0,9.9,0
Lake Havasu City,Arizona,86406,21,9,1202,22,1173,0,4,54,0,0,1727,27,3,329,16,259,3,24,22,0,936,17,5,20,13,18,0,96,119,301,18,24,12,80,60,20,20.0,0
Mesa,Arizona,85213,0,0,30,0,9,0,0,0,0,0,1595,0,0,37,4,0,0,0,0,0,0,0,0,0,2,0,0,17,0,101,0,4,21,6,0,0,2.2,0
Queen Creek,Arizona,85142,132,30,1792,40,939,5,14,0,5,0,4058,0,4,751,254,30,20,0,5,0,2,3,6,8,28,11,5,176,44,2741,27,19,10,129,17,10,15.9,0
Phoenix,Arizona,85024,9,7,195,5,53,0,0,12,2,0,7003,10,29,126,62,8,7,0,0,0,8,6,2,5,40,3,0,52,10,249,3,14,8,13,13,3,14.2,0
Scottsdale,Arizona,85255,134,44,3129,58,0,6,13,0,18,0,7383,7,5,1652,26,126,36,0,30,0,2,7,13,13,10,12,2,263,124,0,0,0,17,227,55,46,16.8,1
Phoenix,Arizona,85044,4,0,102,0,0,0,0,0,0,0,1814,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,22,2,0,0,0,20,0,2,0,2.8,0
Sedona,Arizona,86351-6965,6,4,55,5,0,0,2,69,10,8162,6820,16,4,116,17,162,11,0,4,0,7,3,37,0,7,4,0,41,14,0,0,0,14,50,428,0,17.1,0
Mesa,Arizona,85204,22,20,190,8,0,5,6,32,11,33,11515,0,19,605,10,13,0,6,2,0,0,38,59,13,10,371,0,1473,13,0,0,0,183,27,6,8,15.5,0
Tucson,Arizona,85745-8930,6,16,96,4,0,0,0,0,3,0,21378,0,3,156,11,45,0,0,4,0,4,4,3,9,5,17,0,205,8,0,0,0,41,5,3,0,9.1,0
Phoenix,Arizona,85044-7048,4,3,127,7,0,0,4,0,0,0,2563,0,5,39,95,22,8,0,0,0,3,12,4,5,0,7,0,58,11,0,0,0,30,9,9,0,9.8,0
Flagstaff,Arizona,86001-2874,4,4,158,0,0,0,0,0,0,56,5384,81,4,159,2,222,41,783,0,0,3,11,3,26,85,3,3,23,8,0,0,0,23,33,190,0,14.5,0
Paradise valley,Arizona,85253,5,2,153,13,0,0,0,0,4,0,858,5,5,342,12,52,21,0,5,0,6,0,7,9,0,8,0,48,55,0,0,0,5,8,20,10,10.6,0
Phoenix,Arizona,85041,8,6,128,0,0,0,0,0,0,0,477,0,6,470,9,4,0,0,0,0,0,3,0,0,0,13,4,236,0,0,0,0,22,9,0,0,3.7,0
Unit A,Arizona,Az 85331,93,4,190,28,0,3,4,41,0,91,47009,0,4,729,39,54,3,111,32,0,15,148,8,3,24,121,6,46,13,0,0,0,14,90,13,61,22.7,0
Rogers,Arkansas,72758,11,8,69,0,539,7,3,0,0,0,1094,3,19,2955,18,12,0,0,0,0,203,4,9,0,16,64,22,111,0,4857,3,188,1324,17,33,0,9.5,0
Fayetteville,Arkansas,72703-2072,0,7,7,0,0,4,5,0,0,55,614,3,19,1541,5,39,0,0,0,0,3,3,5,0,16,15,10,29,0,0,0,0,144,14,9,0,9.3,0
Morrilton,Arkansas,72110,6,0,87,29,0,61,3,190,3,841,1168,34,592,6323,30,334,2529,63,0,2,226,14,46,0,261,129,13,45,3,0,0,0,733,45,272,0,28.7,0
Fayetteville,Arkansas,72701-6616,2,140,360,170,0,80,4,18,53,760,300,94,290,510,2,50,1,33,2,3300,16,0,9,7,5,290,21,210,5,0,0,0,500,25,150,0,24.19,0
Bella vista,Arkansas,72714,8,16,113,46,0,229,34,11,17,390,1978,1090,712,14,14,836,439,368,4,0,62,622,17,0,269,291,143,154,17,0,0,0,807,34,352,0,29.3,0
,British Columbia,V0C 1Y0,0,0,2,0,0,0,0,0,0,0,127,27,0,67,3,6,0,37,2,0,0,4,0,6,3,9,0,0,33,0,0,0,59,5,53,0,2.9,0
Montney,British Columbia,V0C 1Y0,0,0,44,0,0,0,0,0,0,155,292,0,0,921,0,22,0,8,3,0,2,7,15,0,7,16,4,5,0,0,0,0,105,3,25,0,7.1,0
Bowen Island,British Columbia,V0N 1G1,0,2,170,0,0,22,0,13,0,0,440,0,4,210,3,28,11,65,0,0,10,2,0,0,2,8,7,9,0,0,0,0,64,1,46,8,5.03,1
Whistler,British Columbia,V0N 1B8,0,7,7,0,0,17,2,0,0,32,424,3,21,223,1321,138,272,488,0,0,0,0,9,3,36,26,0,2,0,0,0,0,76,13,583,0,15.2,0
Huntington Beach,California,92646,1,22,240,72,110,3,2,22,1,45,63,66,9,55,4,33,14,16,0,1,4,1,32,1,1,66,75,4,3,660,260,180,37,4,330,10,9.96,0
los angeles,California,90066,1,3,100,8,11,1,0,2,0,19,1200,0,790,110,2,19,3,7,1,0,4,2,2,5,1,26,0,55,17,5100,130,230,20,10,41,46,3.52,0
San Diego,California,92119,0,14,48,6,61,0,2,0,0,178,1001,11,13,335,5,85,18,0,0,0,3,9,3,0,14,13,2,36,0,833,244,85,604,12,22,0,9.5,0
Carlsbad,California,92011,0,13,23,3,11,4,0,1,0,21,400,1,17,24,5,190,51,3,1,1,18,3,3,0,3,47,13,150,0,2200,550,240,58,59,48,7,2.85,0
Carlsbad,California,92011,0,7,73,3,67,1,0,7,0,6,140,3,11,49,6,38,3,19,1,0,1,0,0,1,0,25,0,73,5,280,72,72,29,1,45,17,4.46,0
Danville,California,94526,0,4,63,4,27,5,0,31,0,10,360,9,790,43,2,20,15,10,1,0,2,0,3,6,1,33,16,22,0,11000,520,2900,93,3,40,2,5.41,1
Malibu,California,90265,1,6,510,4,140,1,16,36,12,4900,970,17,23,400,4,160,22,490,1,1,18,13,570,200,4,72,1,140,9,1500,110,1200,8,33,5500,150,18.93,0
Valencia,California,91354,0,4,22,2,0,0,0,7,0,0,6300,2,1,20,1,18,33,0,0,0,0,2,10,1,0,1,160,240,0,2700,12,8,1,1,5,0,0.0,0
Santa Ysabel,California,92037,10,39,713,16,57,2,35,0,0,67,4624,2,7,286,11,157,164,14,18,5,25,11,11,19,119,25,2,49,9,4999,218,611,220,46,32,3,18.5,0
La Jolla,California,92037,3,29,161,7,432,25,11,10,0,106,2184,80,117,328,110,1213,36,11,7,3,37,9,9,7,75,111,13,57,5,4311,1012,235,135,27,268,22,20.2,0
Long Beach,California,90815,2,38,120,8,1528,71,65,0,0,522,24177,0,88,896,6,1444,970,0,10,9,5,3,6,4,224,19,6,130,0,3043,669,127,765,86,114,0,20.7,0
Cupertino,California,95014,6,16,300,14,110,13,0,7,1,110,1000,4,18,200,7,69,120,130,1,2,2,13,5,25,320,130,1,44,7,1000,160,1300,250,130,370,170,14.01,0
Davis,California,95618,0,0,8,0,3,0,0,0,0,0,7435,0,2,3,0,11,0,0,2,0,0,0,0,0,0,0,0,4,0,265,9,33,20,0,0,0,0.8,0
Los Angeles,California,91311,11,25,575,30,49,0,0,0,4,0,5368,4,10,447,13,679,27,0,9,2,9,15,18,10,69,47,5,46,21,2194,201,214,158,95,78,11,12.8,0
Porterville,California,93257,3,15,1110,10,185,0,6,0,0,75,6174,59,6,578,3,674,44,10,14,0,6,85,5,41,14,17,82,142,8,2855,276,632,965,46,257,26,11.9,0
San Jose,California,95123,2,13,260,11,230,3,0,180,1,530,1700,10,32,430,3,43,1100,39,2,2,14,25,22,47,5,1000,51,18,12,790,64,3600,170,74,370,18,17.4,0
Burlingame,California,94010,3,176,108,0,49,4,0,0,0,0,1931,0,12,83,4,286,205,22,4,0,0,0,3,5,51,11,12,6,0,2468,283,697,302,26,18,3,8.6,1
San Anselmo,California,94960,3,16,101,58,23,2,0,0,0,0,7680,0,46,169,4,446,20,0,3,24,0,0,2,2,63,3,9,9,2,2778,186,477,1471,18,5,13,7.6,1
Placentia,California,92870,17,371,3631,20,89,7,6,22,10,137,2789,6,57,431,35,311,91,13,20,3,12,18,16,11,86,29,3,68,210,3785,731,604,755,164,77,11,20.2,0
Menlo Park,California,94025,0,23,1914,4,186,4,25,0,0,0,4246,3,21,510,8,611,28,101,8,3,5,0,18,3,31,13,2,10,3,1769,204,123,124,15,10,4,16.9,0
San diego,California,92103,0,5,80,6,31,0,2,0,0,0,1579,3,29,156,4,475,26,0,0,4,0,7,3,3,9,48,0,21,4,900,250,22,116,58,21,0,8.3,0
Ukiah,California,95482,3,2,100,0,54,6,0,2,0,120,1700,21,1000,82,3,15,190,43,0,1,19,1,1,2,3,17,1,11,4,330,10,720,33,4,110,1,13.81,0
Palo Alto,California,94301,0,25,458,8,534,6,0,0,0,0,8584,2,14,347,13,1484,51,225,24,6,9,6,6,6,32,184,4,15,0,3277,355,829,452,192,22,49,15.2,1
San Jose,California,95136,0,27,3,0,6,25,0,0,0,0,31,0,8,3,0,29,0,0,0,540,10,0,145,0,17,5,0,9,0,432,17,19546,63,3,21,0,3.5,0
Pasadena,California,91107,1,46,2800,150,41,12,1,53,57,220,3300,6,49,430,2,240,71,240,5,1,21,8,29,7,14,73,0,200,110,5000,260,700,98,33,150,38,19.0,0
Lake Elsinore,California,92532,3,5,142,0,32,2,0,0,0,0,2019,0,5,906,3,36,7,0,8,0,0,4,4,13,8,5,0,59,0,688,79,262,105,6,5,7,6.2,0
Long Beach,California,90806,0,16,439,10,16,3,3,0,0,0,2422,2,14,123,5,183,11,28,19,0,25,2,11,0,22,28,11,59,3,1224,988,188,819,4,34,8,8.5,0
Greenbrae,California,94904,1,170,310,0,50,25,0,14,0,51,400,4,7,280,7,130,69,1900,1,8,11,2,2,4,530,43,19,270,1,1600,69,2700,200,48,880,6,12.87,1
Los Angeles,California,90041,0,8,182,4,1037,5,0,8,32,339,13383,0,24,1472,3,410,58,55,5,14,3,0,0,4,63,286,0,33,0,1443,493,96,107,52,97,7,18.9,0
Los Angeles,California,90049,0,5,72,0,8,0,0,0,0,0,135,0,2,18,0,58,0,0,0,7,0,0,0,0,2,3,0,0,2,214,28,17,7,0,9,0,3.6,0
Thousand Oaks,California,91360,2,23,3431,26,377,3,9,90,13,178,24221,97,42,1188,84,2402,1587,66,167,61,748,29,17,11,55,221,10,74,126,8336,1390,470,324,740,299,209,27.3,0
Colfax,California,95713,5,9,1691,0,2602,54,4,7,0,394,384895,4,18459,4009,29,2999,264,244,13,15,37,34,13,7,1518,55,11,68,29,6605,569,2539,313,142,137,8,28.1,0
Los Angeles,California,90068-2602,0,7,2700,2,99,0,0,0,0,7,850,20,39,36,10,16,10,8,0,0,27,2,2,2,1,37,11,110,23,850,100,570,36,8,62,38,4.85,1
Greenbrae,California,94904-1155,0,99,468,7,635,35,20,9,5,1737,13613,35,275,1034,42,3628,2102,208,47,19,26,6,33,48,362,128,27,29,19,8708,544,614,631,920,213,30,27.7,0
pasadena,California,91107,3,44,1300,38,0,12,1,0,1,84,2600,4,22,420,6,110,33,1500,2,1,22,3,9,5,4,120,6,290,12,0,0,0,73,85,41,270,12.34,0
pasadena,California,91107,1,23,270,4,0,1,0,7,0,13,1100,6,21,160,6,1300,350,45,1,2,7,0,3,46,8,16,0,54,8,0,0,0,9,9,61,6,13.3,0
Canyon Country,California,91387,2,41,463,5,0,0,0,7,10,0,7541,8,13,24,33,109,56,0,23,0,35,11,2,3,14,8,0,53,25,0,0,0,219,32,153,2,8.9,0
Sacramento,California,95826,6,77,898,5,0,0,2,0,0,0,1697,3,37,254,1080,306,41,50,8,0,33,8,8,12,59,21,9,34,14,0,0,0,146,119,40,9,13.3,0
San Diego,California,92108,4,59,246,25,0,0,0,70,8,59,5353,15,24,410,17,1548,45,12,11,5,5,15,10,9,348,89,3,194,7,0,0,0,403,10,91,12,19.7,0
SAN LUIS OBISPO,California,93401-7832,0,15,741,4,0,0,0,0,0,0,1305,7,66,125,16,189,9,0,14,0,4,5,12,4,32,20,5,10,4,0,0,0,485,56,145,5,6.7,0
La Quinta,California,92253,22,11,464,7,0,0,0,28,4,0,1279,3,11,92,6,38,0,6,3,0,0,3,5,5,0,5,0,24,102,0,0,0,94,6,47,6,8.2,0
Lathrop,California,95330-9473,2,21,900,69,0,28,5,37,1,7600,7200,2,15000,6500,4,420,73,120,2,5,3,4,49,53,340,770,11,730,21,0,0,0,130,300,16000,14,19.2,1
Northridge,California,91343,0,16,13,0,0,0,0,0,0,0,1407,0,7,47,414,109,3,0,0,0,0,0,0,5,38,8,3,24,0,0,0,0,187,18,19,0,3.7,0
Redding,California,96003-5434,6,5,272,0,0,0,0,0,0,195,4470,5,16,1159,4,236,24,68,61,5,0,16,23,9,63,57,7,33,5,0,0,0,295,45,246,3,15.3,1
Los Angeles,California,91791,3,23,400,7,0,2,0,16,2,0,340,0,35,97,16,43,18,29,1,0,3,3,1,4,1,100,0,150,7,0,0,0,17,5,17,11,8.15,0
Redwood City,California,94065-1173,3,22,171,2,0,0,0,0,0,62,623,0,8,103,8,68,9,7,4,0,0,0,2,5,35,7,8,3,2,0,0,0,14,30,24,0,9.3,0
Huntington Beach,California,92647-5029,7,57,564,48,0,6,138,58,0,241,6453,116,93,171,13,531,81,13,14,2,13,95,15,0,56,268,5,37,157,0,0,0,269,53,644,3,23.6,0
Pasadena,California,91107,1,79,320,11,0,10,3,76,1,100,11000,2,20,150,5,200,65,75,3,2,22,0,13,16,9,79,8,360,49,0,0,0,190,25,25,2,13.95,0
San Diego,California,92127,0,3,204,0,0,21,4,0,0,45,2885,2,3,649,3,216,13,2936,0,0,0,4,5,0,132,37,39,6,0,0,0,0,6293,95,28,0,8.5,0
Alhambra,California,91803,1,29,110,0,0,31,0,2,1,0,1300,3,33,27,1,53,72,42,3,8,1,5,2,11,1400,20,1,130,1,0,0,0,130,4,24,7,12.15,0
Irvine,California,92603-3536,0,0,0,0,0,0,0,0,11,33074,24054,11,0,41091,11,0,12027,0,0,0,307,31,49001100,0,0,21,0,0,0,0,0,0,0,21,19043,0,10.0,0
San Diego,California,92108,5,16,999,0,0,3,0,187,6,28,4252,3,8,4398,11,321,9,54,0,0,4,0,0,6,61,55,0,84,0,0,0,0,579,949,352,4,13.1,0
Napa,California,94558,0,10,10,0,0,0,0,0,0,0,15,0,20,0,0,0,0,0,1,0,0,1,5,1,0,1,0,0,0,0,0,0,1,1,0,1,4.979,0
Toluca Lake,California,91602-2405,3,30,1442,41,0,4,4,0,0,222,1282,11,23,2522,59,699,30,6278,3,0,28,680,24,82,29,22,5,21,1639,0,0,0,89,11,5995,0,22.6,0
Los Angeles,California,90046-1214,0,11,107,0,0,0,5,0,2,0,2077,4,11,36,3,137,55,0,0,2,3,0,0,3,19,7,0,23,28,0,0,0,111,0,17,0,5.9,0
Rocklin,California,95765,13,15641,283,0,0,0,0,366,0,326,8,7,16,8,8,0,14,0,15,0,0,5,77,9,0,13,0,13,2,0,0,0,62,117,7,0,11.2,0
Los Altos,California,94022,3,26,327,3,0,9,26,7,0,147,1278,11,15,295,7,394,26,25,9,3,2,5,17,20,39,12,0,7,65,0,0,0,133,27,26,2,18.1,0
Chico,California,95926-7136,20,24,416,10,0,0,5,0,0,33,5237,0,39,2091,5,398,76,13,18,3,5,6,8,9,29,64,53,160,20,0,0,0,320,35,5,24,12.8,0
Lakeside,California,92040-1252,14,688,6300,212,0,40,10,185,93,594,5156,45,49,1698,434,2072,796,362,46,9,52,49,88,82,432,651,21,44,135,0,0,0,282,106,3324,14,34.2,0
Hermosa Beach,California,90254-2016,8,0,138,6,0,0,3,0,3,0,1731,5,64,86,19,160,133,0,4,0,7,0,7,15,10,6,4,19,3,0,0,0,72,16,100,75,8.8,0
Folsom,California,95630-6368,3,82,381,3,0,0,0,18,0,70,3401,1,16,356,12,131,54,6,6,52,72,11,10,14,137,13,17,113,5,0,0,0,1705,40,54,2,12.0,0
Folsom,California,95630-6368,4,29,237,3,0,0,0,4491,0,0,4491,0,5,394,2,39,2,22,0,28,51,17,10,31,106,9,5,220,11,0,0,0,3731,56,8,2,7.0,0
Alameda,California,94501,0,31,250,0,0,0,0,430,0,190,1400,130,0,3900,0,140,0,600,0,0,0,470,0,0,33,120,0,0,0,0,0,0,0,0,0,0,0.0,0
San Diego,California,92103,30,73,117,0,0,37,112,124,8,142,55,71,83,55,128,53,20,0,19,48,101,19,117,11,56,862,287,19,22,0,0,0,150,65,60,9,22.8,0
Upland,California,91786-4619,0,156,208,0,0,0,0,961,15,0,138,76,106,20,35,100,15,0,0,981,19,8,450,34,136,9,0,116,20,0,0,0,137,10,720,0,16.1,0
Menlo Park,California,94025-3663,0,0,9,0,0,0,0,0,0,0,592,0,26,39,3,40,17,0,0,0,0,0,16,7,6,4,0,0,8,0,0,0,12,0,34,0,7.1,0
Fresno,California,93711,26,61,6229,296,0,0,7,7,0,45,7375,4,11,1186,114,385,55,75,160,3,12,53,18,16,46,66,22,185,32,0,0,0,426,182,31,143,18.9,0
Santa Cruz,California,95062-3547,0,7,6,0,0,0,0,0,0,95,7836,0,65,59,0,207,44,0,0,0,0,0,4,0,21,7,0,6,0,0,0,0,928,28,31,0,5.5,0
Thousand Oaks,California,91360-5924,0,7,77,3,0,1,0,2,0,4,160,3,3,62,2,10,4,3,0,0,1,1,1,2,11,53,3,28,3,0,0,0,47,6,23,5,1.63,0
Richmond,California,94804-1541,1,0,98,13,0,34,0,0,2,480,190,10,12,130,1,220,230,36,1,1,120,3,6,44,39,79,32,8,1,0,0,0,32,21,180,14,12.81,0
Hollywood,California,90028-5678,11,91,603,6,0,0,4,17,31,68,3161,4,155,348,37,959,166,36,13,2,5,29,20,83,286,28,5,79,47,0,0,0,360,42,36,14,20.3,0
Arroyo Grande,California,93420-5361,0,1,19,2,0,0,0,0,1,7,150,1,1,270,1,120,0,0,0,0,14,1,1,2,3,1,0,33,0,0,0,0,11,36,42,5,-2.0,0
Berkeley,California,94708-1222,6,302,1623,15,0,67,0,0,0,41,2600,4,282,5834,73,5748,486,195,130,7,73,31,16,16,303,217,91,10,27,0,0,0,89,126,141,15,26.4,1
Petaluma,California,94954-3674,0,1,1,0,0,0,0,0,0,0,10,0,1,1,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,70.0,1
San Diego,California,92124-2017,0,29,140,3,0,1,0,0,0,31,100,3,30,15,2,15,40,7,0,0,4,0,1,3,2,16,1,36,0,0,0,0,69,2,8,6,5.63,1
El Dorado Hills,California,95762-3959,1,25,270,5,0,32,0,0,1,17,640,1,42,200,5,13,14,120,1,1,4,2,2,2,4,28,41,110,0,0,0,0,130,87,21,8,14.0,0
San Francisco,California,94110,0,40,9,0,0,4,0,0,0,0,1,0,4,2,3,282,7,0,0,50,0,0,0,0,13,7,0,2,0,0,0,0,4,5,4,2,2.6,0
Lafayette,California,94549,0,12,100,0,0,4,8,0,0,218,5467,0,10,312,11,191,39,31,5,0,2,0,14,4,66,12,0,9,0,0,0,0,135,39,150,0,13.3,0
Woodland Hills,California,91367-2213,0,2,94,2,0,0,0,21,0,32,300,26,2,37,2,5,0,1,0,0,0,2,1,0,1,21,0,29,14,0,0,0,21,2,100,3,1.54,0
Los Angeles,California,90046,10,27,410,7,0,0,0,70,1,4,810,3,30,87,7,69,12,38,1,0,6,2,3,3,39,78,350,4,17,0,0,0,130,31,25,22,8.54,0
Rancho Santa Margarita,California,92688-1036,0,0,6,0,0,0,0,0,0,0,799,0,5,0,0,4,22,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,8,0,17,0,-0.1,0
Palo Cedro,California,96073,0,4,200,0,0,0,4,0,0,0,3168,11,6,159,10,76,0,14,3,0,0,4,4,4,44,7,8,38,2,0,0,0,344,15,32,3,4.3,0
Glendale,California,91205-3448,4,19,145,4,0,0,82,0,3,0,7877,0,16,94,6,96,11,0,8,0,3,4,2,6,19,7,10,235,2,0,0,0,2085,16,5,10,5.7,1
Coronado,California,92118-1450,0,4,28,0,0,0,0,8,0,0,472,0,11,81,7,46,14,0,6,0,0,0,0,0,3,30,0,13,6,0,0,0,109,0,13,0,5.5,0
Carlsbad,California,92010,22,50,350,15,0,8,0,22,3,23,1943,33,8,372,63,1026,32,0,16,2,22,3,6,5,92,49,15,17,3,0,0,0,244,23,283,21,17.2,0
Encino,California,91316-4116,2,11,245,2,0,0,0,0,0,0,6939,5,63,75,7,156,22,0,3,0,2,3,6,7,76,9,0,61,16,0,0,0,1088,24,14,0,6.8,0
San Juan Capistrano,California,92675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
Loveland,Colorado,80538,3,6,36,2,392,30,4,0,0,0,9539,0,3,154,0,152,0,0,34,0,289,4,0,3,7,19,20,446,0,2184,15,9346,3936,11,0,0,6.8,0
arvada,Colorado,80004,2,7,120,0,78,2,0,0,11,0,14364,2,3,236,2,77,0,0,0,0,3,10,7,0,200,20,3,961,3,1995,95,6677,660,20,8,0,3.9,0
Castle Rock,Colorado,80104,9,34,134,10,172,20,4,0,0,29,11243,5,8,1082,16,139,11,56,8,0,9,30,14,5,52,30,70,860,9,9231,23,15716,1313,64,34,5,12.0,0
Longmont,Colorado,80501,0,5,50,0,116,3,0,0,0,142,6543,0,3,290,25,32,33,12,5,0,0,5,3,0,11,14,20,135,0,680,2,2481,470,14,5,0,9.0,0
Centennial,Colorado,80112,22,87,1304,778,386,5,7,10,85,92,10690,15,60,2895,88,1054,24,269,14,2,23,28,32,7,33,66,89,599,129,26969,101,27316,802,262,71,47,21.0,0
Fruita,Colorado,81521,3,8,39,12,107,0,0,0,0,0,1798,8,0,946,0,14,0,0,0,0,0,13,4,3,0,96,3,51,0,507,14,2515,412,11,12,6,3.6,0
Castle Pines,Colorado,80108,6,8,177,0,78,0,0,0,0,0,18882,7,6,407,75,53,2,6,4,0,7,5,3,0,6,12,14,190,5,3292,9,6293,370,26,58,67,3.5,0
Longmont,Colorado,80501-8811,0,5,148,0,195,0,2,0,0,27,3365,0,2,298,3,10,0,0,0,0,0,8,3,0,8,36,9,212,4,1545,6,4120,852,7,0,0,3.5,0
Fort Collins,Colorado,80526-3040,38,17,620,3,134,4,0,0,0,22,4813,0,9,908,119,314,13,101,5,0,19,25,7,3,23,44,22,79,9,2261,11,4615,645,52,35,11,13.8,0
Westminster,Colorado,80020,5,41,452,15,0,15,6,22,16,111,2123,5,35,1689,80,7358,71,123,4,3,284,13,11,0,30,56,26,42,12,0,0,0,469,145,181,11,22.2,0
Littleton,Colorado,80124,0,3,46,0,0,3,2,0,0,0,1907,0,6,306,149,20,0,206,0,0,0,94,3,3,10,34,6,59,98,0,0,0,205,304,1932,0,3.6,0
Fort Collins,Colorado,80528,5,10,28,0,0,0,6,0,0,0,23298,16,0,534,3,40,0,8,0,0,2,30,4,3,33,20,29,905,0,0,0,0,5334,9,11,2,3.0,0
Colorado Springs,Colorado,80906,5,4,2200,52,0,0,0,7,0,0,390,10,2,190,39,5,36,32,0,0,28,1,0,2,1,10,360,1,92,0,0,0,66,21,170,63,3.51,0
West Hartford,Connecticut,6117,4,18,74,5,490,19,37,4,2,92,2005,4,166,207,46,275,243,21,9,2,16,2,12,0,154,42,41,21,5,2721,61,223,492,23,15,2,20.1,0
Greenwich,Connecticut,6831,21,226,730,35,1181,125,20,180,358,102,1813,26,1336,1305,33,2543,315,351,23,150,59,4,12,2,249,393,53,222,24,11304,1325,515,17898,305,130,34,28.9,0
Danbury,Connecticut,6810,0,63,4,0,0,24,0,0,0,548,0,7,16,4,19,7,13,0,0,0,58,0,0,0,0,3,0,6,0,0,0,0,15,0,4,0,8.9,0
Guilford,Connecticut,06437-1808,0,26,22,2,0,13,19,0,0,72,8220,0,123,152,6,244,61,5,0,0,11,0,0,0,10,85,11,43,0,0,0,0,5630,33,50,0,9.0,0
Wilmington,Delaware,19803,0,4,36,2,0,8,13,0,0,24,1031,4,43,151,17,24,30,0,0,0,4,3,0,0,6,104,3,79,0,0,0,0,956,16,8,0,8.7,0
Fernandina Beach,Florida,32034,0,12,0,0,77,3,0,0,0,0,349,6,28,16,3,0,0,0,0,0,2,0,0,0,3,10,0,2,5,138,3,3,24,2,0,0,5.8,1
Sarasota,Florida,34238,14,9,43,15,1001,13,25,0,0,56,854,3,99,669,13,257,0,0,44,0,112,2,0,0,18,41,13,25,0,4544,4,13,192,428,37,0,16.5,0
New Smyrna Beach,Florida,32168,0,7,11,0,595,21,2,0,0,0,1110,0,195,465,3,51,2,0,0,0,19,0,0,0,16,269,2,11,0,653,2,3,397,8,2,0,12.9,0
Tampa,Florida,33624,0,0,74,0,83,6,3,0,105,0,287,56,77,328,175,10,0,0,5,0,19,3,5,0,16,20,3,0,0,401,0,0,28,13,23,0,17.4,0
South Pasadena,Florida,33707,7,10,58,5,455,6,13,8,9,0,3079,5,44,228,3,7,0,0,6,0,8,2,5,0,61,50,6,22,10,1429,3,9,385,97,3,21,12.2,0
